body,category_id,head,id,image_id,left-back-leg,left-front-leg,left-wing,right-back-leg,right-front-leg,right-wing,tail
"(1051, 997)",10,"(1140, 970)",15060,590ebb75-23d2-11e8-a6a3-ec086b02610b,"(1026, 1040)","(-1, -1)","(-1, -1)","(1003, 1054)","(1140, 1075)","(-1, -1)","(-1, -1)"
"(1129, 1232)",1,"(-1, -1)",33105,58f10666-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1223, 1234)"
"(798, 904)",8,"(699, 1109)",43222,58d93004-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(890, 1173)","(-1, -1)","(-1, -1)","(843, 1343)","(-1, -1)","(747, 633)"
"(880, 793)",10,"(888, 747)",32599,593733bc-23d2-11e8-a6a3-ec086b02610b,"(858, 856)","(-1, -1)","(-1, -1)","(906, 856)","(-1, -1)","(-1, -1)","(873, 848)"
"(1318, 1725)",5,"(1589, 1638)",32530,5860ef5d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1510, 1890)","(-1, -1)","(-1, -1)","(1467, 1892)","(-1, -1)","(832, 1764)"
"(1070, 920)",11,"(1052, 844)",23424,592ac0b2-23d2-11e8-a6a3-ec086b02610b,"(1070, 1009)","(-1, -1)","(-1, -1)","(1023, 1039)","(-1, -1)","(1003, 956)","(850, 942)"
"(800, 895)",11,"(819, 811)",11566,58d7a3ab-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(743, 1023)","(-1, -1)","(735, 896)","(591, 819)"
"(429, 835)",1,"(501, 833)",31756,593d6aec-23d2-11e8-a6a3-ec086b02610b,"(282, 931)","(-1, -1)","(-1, -1)","(399, 920)","(491, 886)","(-1, -1)","(260, 877)"
"(1551, 908)",3,"(1715, 998)",14323,59328dc4-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1389, 1007)","(-1, -1)","(-1, -1)","(1251, 814)"
"(2012, 770)",6,"(-1, -1)",31746,58c97ae8-23d2-11e8-a6a3-ec086b02610b,"(1802, 1002)","(-1, -1)","(-1, -1)","(1933, 1108)","(-1, -1)","(-1, -1)","(1797, 790)"
"(686, 1304)",9,"(-1, -1)",24161,5900a2d0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
,6,,6781,58cfcced-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1682, 643)",9,"(1317, 565)",40666,5911d9d6-23d2-11e8-a6a3-ec086b02610b,"(1795, 939)","(1588, 1096)","(-1, -1)","(1664, 944)","(1483, 1041)","(-1, -1)","(-1, -1)"
"(718, 927)",9,"(628, 858)",14344,585c03cb-23d2-11e8-a6a3-ec086b02610b,"(752, 1130)","(829, 1104)","(-1, -1)","(-1, -1)","(718, 1150)","(-1, -1)","(-1, -1)"
,11,,25578,58732e9f-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(955, 1050)",3,"(-1, -1)",12454,58e7263c-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1042, 1161)"
"(549, 900)",7,"(467, 926)",31589,586fde04-23d2-11e8-a6a3-ec086b02610b,"(587, 959)","(485, 958)","(-1, -1)","(623, 939)","(528, 965)","(-1, -1)","(607, 813)"
"(2493, 490)",8,"(-1, -1)",34735,592c4e81-23d2-11e8-a6a3-ec086b02610b,"(2549, 1038)","(-1, -1)","(-1, -1)","(2331, 1030)","(2510, 1184)","(-1, -1)","(-1, -1)"
"(2410, 910)",8,"(2003, 866)",44217,588dbbe0-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(2227, 1297)","(-1, -1)","(-1, -1)","(2184, 1241)","(-1, -1)","(-1, -1)"
"(981, 1133)",10,"(1039, 1140)",32672,5913678b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(953, 1164)","(1003, 1165)","(-1, -1)","(-1, -1)"
"(823, 986)",7,"(-1, -1)",43505,58a1ca39-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(812, 902)"
"(1440, 541)",34,"(1779, 477)",15458,58e28277-23d2-11e8-a6a3-ec086b02610b,"(1277, 940)","(1482, 868)","(-1, -1)","(1028, 942)","(1587, 913)","(-1, -1)","(1126, 512)"
"(756, 546)",1,"(-1, -1)",8366,58c97d0d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(833, 561)"
"(557, 1119)",1,"(-1, -1)",39030,5888bdfa-23d2-11e8-a6a3-ec086b02610b,"(538, 1251)","(-1, -1)","(-1, -1)","(592, 1221)","(-1, -1)","(-1, -1)","(627, 1206)"
"(1469, 1056)",11,"(1471, 944)",27335,5858c00a-23d2-11e8-a6a3-ec086b02610b,"(1565, 1220)","(-1, -1)","(1566, 1108)","(1513, 1171)","(-1, -1)","(-1, -1)","(1725, 1046)"
"(1170, 978)",11,"(1090, 1031)",29846,5946bb1f-23d2-11e8-a6a3-ec086b02610b,"(1172, 1186)","(-1, -1)","(1206, 1024)","(1216, 1143)","(-1, -1)","(-1, -1)","(1215, 881)"
"(768, 1191)",9,"(914, 1048)",40567,590b9cad-23d2-11e8-a6a3-ec086b02610b,"(633, 1468)","(860, 1302)","(-1, -1)","(733, 1435)","(815, 1324)","(-1, -1)","(595, 1384)"
"(1626, 1135)",6,"(1732, 1056)",1941,5949cf62-23d2-11e8-a6a3-ec086b02610b,"(1641, 1437)","(-1, -1)","(-1, -1)","(1716, 1381)","(-1, -1)","(-1, -1)","(1732, 1256)"
"(900, 1124)",10,"(953, 1120)",28943,58d47f72-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(865, 1162)","(929, 1157)","(-1, -1)","(-1, -1)"
"(566, 1279)",10,"(523, 1254)",29400,58dabe3a-23d2-11e8-a6a3-ec086b02610b,"(569, 1327)","(542, 1313)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(605, 1302)"
"(629, 1227)",10,"(597, 1149)",14851,5946b91f-23d2-11e8-a6a3-ec086b02610b,"(611, 1320)","(-1, -1)","(-1, -1)","(662, 1320)","(-1, -1)","(-1, -1)","(661, 1296)"
"(1694, 780)",11,"(1698, 647)",13396,5938c049-23d2-11e8-a6a3-ec086b02610b,"(1669, 890)","(-1, -1)","(-1, -1)","(1654, 906)","(-1, -1)","(1624, 813)","(1524, 804)"
,11,,37382,593ef786-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1903, 831)",10,"(1838, 816)",12498,58946117-23d2-11e8-a6a3-ec086b02610b,"(1920, 876)","(1857, 877)","(-1, -1)","(-1, -1)","(1878, 867)","(-1, -1)","(1959, 839)"
"(1577, 606)",7,"(1668, 612)",9401,5940843f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1461, 481)"
,6,,15989,5892b568-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1503, 691)",8,"(1829, 814)",16383,58f8ce38-23d2-11e8-a6a3-ec086b02610b,"(1295, 1084)","(1612, 983)","(-1, -1)","(1454, 1009)","(1529, 1021)","(-1, -1)","(1165, 773)"
"(1439, 1164)",10,"(1485, 1149)",33304,58b66691-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1475, 1198)","(-1, -1)","(-1, -1)"
"(1496, 848)",6,"(1551, 945)",3788,59484524-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1510, 1142)","(-1, -1)","(-1, -1)","(1464, 1084)","(-1, -1)","(-1, -1)"
"(226, 894)",7,"(365, 915)",23088,59216505-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(131, 944)","(329, 973)","(-1, -1)","(102, 723)"
"(552, 861)",8,"(404, 875)",10174,58e40c40-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(718, 807)"
,6,,22784cbc-34c3-413f-b6a1-da7a5cf2babb,593ef63d-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1739, 974)",6,"(1425, 1191)",2992,58dabdf5-23d2-11e8-a6a3-ec086b02610b,"(1908, 1125)","(1524, 1466)","(-1, -1)","(-1, -1)","(1682, 1362)","(-1, -1)","(-1, -1)"
"(1773, 892)",99,"(1800, 926)",365,58ce3ee6-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1001, 935)",11,"(979, 951)",4097,58c7ef9e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(1150, 1038)","(-1, -1)","(-1, -1)","(730, 957)","(-1, -1)"
"(1102, 745)",6,"(1044, 780)",27197,590b9c44-23d2-11e8-a6a3-ec086b02610b,"(1175, 789)","(1060, 876)","(-1, -1)","(1088, 820)","(1048, 833)","(-1, -1)","(-1, -1)"
"(1692, 766)",11,"(1702, 645)",2393,59452d3a-23d2-11e8-a6a3-ec086b02610b,"(1668, 888)","(-1, -1)","(-1, -1)","(1656, 900)","(-1, -1)","(1628, 813)","(1531, 881)"
"(1602, 993)",99,"(1537, 1038)",10183,5930fe8f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1577, 1066)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1682, 965)"
"(1142, 559)",9,"(1136, 512)",13545,592de31b-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1149, 733)","(-1, -1)","(-1, -1)","(1139, 655)"
"(868, 799)",8,"(775, 791)",36275,587eecce-23d2-11e8-a6a3-ec086b02610b,"(905, 895)","(805, 921)","(-1, -1)","(946, 878)","(861, 901)","(-1, -1)","(944, 832)"
"(1041, 786)",6,"(1000, 813)",37832,586c884d-23d2-11e8-a6a3-ec086b02610b,"(1065, 871)","(1023, 960)","(-1, -1)","(-1, -1)","(1008, 925)","(-1, -1)","(1086, 771)"
"(1261, 1311)",7,"(1421, 1400)",30643,5921631f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1390, 1478)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1099, 1157)"
"(1189, 1126)",6,"(1095, 1178)",26799,58bea716-23d2-11e8-a6a3-ec086b02610b,"(1326, 1252)","(1152, 1280)","(-1, -1)","(1290, 1232)","(-1, -1)","(-1, -1)","(1339, 1102)"
,11,,17407,59341ac4-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1242, 973)",7,"(1269, 1077)",19916,5865e259-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1152, 833)"
"(1958, 1358)",5,"(2323, 1380)",9536,5874d69a-23d2-11e8-a6a3-ec086b02610b,"(1841, 1495)","(2216, 1489)","(-1, -1)","(1798, 1516)","(2092, 1510)","(-1, -1)","(1591, 1271)"
"(1857, 926)",99,"(1780, 946)",25577,5888bce8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1824, 975)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1928, 897)"
"(148, 1302)",11,"(133, 1239)",37519,58f42170-23d2-11e8-a6a3-ec086b02610b,"(187, 1399)","(-1, -1)","(219, 1301)","(204, 1385)","(-1, -1)","(-1, -1)","(355, 1293)"
"(1698, 618)",6,"(1861, 539)",6714,58e0f568-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1827, 817)","(-1, -1)","(1532, 877)","(1795, 845)","(-1, -1)","(-1, -1)"
"(1675, 804)",7,"(-1, -1)",11621,5879d335-23d2-11e8-a6a3-ec086b02610b,"(1728, 985)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1843, 766)"
"(1073, 729)",9,"(1104, 665)",14653,59279cd8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1042, 906)","(1090, 824)","(-1, -1)","(1017, 833)"
"(1474, 628)",7,"(-1, -1)",12972,591cb395-23d2-11e8-a6a3-ec086b02610b,"(1408, 766)","(-1, -1)","(-1, -1)","(1450, 729)","(-1, -1)","(-1, -1)","(1349, 578)"
"(1461, 974)",51,"(1745, 972)",18454,5903cb7e-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1540, 1461)","(-1, -1)","(-1, -1)","(1427, 1540)","(-1, -1)","(-1, -1)"
,6,,30593,59247a97-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1112, 887)",6,"(1100, 828)",38826,58b821c5-23d2-11e8-a6a3-ec086b02610b,"(1136, 1065)","(1078, 944)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1379, 659)",10,"(1422, 635)",17835,592ac0a1-23d2-11e8-a6a3-ec086b02610b,"(1340, 703)","(1392, 696)","(-1, -1)","(1368, 711)","(1404, 702)","(-1, -1)","(1325, 686)"
"(1328, 696)",6,"(1369, 673)",43191,58af76c4-23d2-11e8-a6a3-ec086b02610b,"(1260, 767)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1274, 713)"
"(858, 659)",8,"(1082, 706)",23955,587d40c6-23d2-11e8-a6a3-ec086b02610b,"(834, 845)","(-1, -1)","(-1, -1)","(675, 741)","(1008, 974)","(-1, -1)","(-1, -1)"
"(1753, 951)",11,"(1691, 922)",13455,585da8cd-23d2-11e8-a6a3-ec086b02610b,"(1743, 1006)","(-1, -1)","(1779, 882)","(1729, 995)","(-1, -1)","(1741, 800)","(1810, 971)"
"(406, 969)",8,"(240, 858)",26485,5913677b-23d2-11e8-a6a3-ec086b02610b,"(599, 1254)","(465, 1210)","(-1, -1)","(645, 1213)","(-1, -1)","(-1, -1)","(564, 770)"
"(115, 710)",10,"(67, 696)",8826,58a02071-23d2-11e8-a6a3-ec086b02610b,"(128, 786)","(-1, -1)","(-1, -1)","(162, 772)","(-1, -1)","(-1, -1)","(150, 745)"
"(1460, 840)",11,"(1411, 747)",24157,58c7f24c-23d2-11e8-a6a3-ec086b02610b,"(1460, 982)","(-1, -1)","(1432, 864)","(1482, 948)","(-1, -1)","(-1, -1)","(1517, 960)"
"(245, 737)",8,"(180, 959)",23738,58d47dd7-23d2-11e8-a6a3-ec086b02610b,"(331, 925)","(293, 1106)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(375, 756)"
"(1979, 1040)",5,"(-1, -1)",20419,58bb8a82-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1939, 1076)","(2020, 1106)","(-1, -1)","(1841, 1005)"
,5,,26816,58cb13c3-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1223, 735)",6,"(1105, 648)",42507,590ebdab-23d2-11e8-a6a3-ec086b02610b,"(1353, 852)","(1158, 937)","(-1, -1)","(-1, -1)","(1181, 923)","(-1, -1)","(1411, 722)"
"(1920, 843)",6,"(1976, 761)",9972,58d9307d-23d2-11e8-a6a3-ec086b02610b,"(1774, 1024)","(-1, -1)","(-1, -1)","(1832, 1063)","(1952, 961)","(-1, -1)","(1781, 881)"
"(1099, 1166)",6,"(1041, 1195)",10904,5879d229-23d2-11e8-a6a3-ec086b02610b,"(1155, 1285)","(-1, -1)","(-1, -1)","(1281, 1236)","(-1, -1)","(-1, -1)","(1187, 1124)"
"(1792, 1005)",6,"(1489, 1070)",18275,591e40d4-23d2-11e8-a6a3-ec086b02610b,"(1894, 1420)","(1754, 1371)","(-1, -1)","(-1, -1)","(1686, 1369)","(-1, -1)","(-1, -1)"
"(1358, 798)",5,"(1419, 835)",12028,5865e541-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1337, 850)","(1372, 854)","(-1, -1)","(1227, 791)"
"(1840, 930)",99,"(1777, 947)",42222,58c7f2c5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1944, 889)"
"(1174, 774)",8,"(1195, 747)",18719,589e66c0-23d2-11e8-a6a3-ec086b02610b,"(1099, 834)","(-1, -1)","(-1, -1)","(1120, 862)","(1170, 846)","(-1, -1)","(1185, 726)"
"(2010, 1002)",10,"(1945, 1046)",16354,58e0f577-23d2-11e8-a6a3-ec086b02610b,"(2034, 1058)","(1991, 1065)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1222, 690)",8,"(-1, -1)",34779,58c4d746-23d2-11e8-a6a3-ec086b02610b,"(1176, 750)","(1223, 740)","(-1, -1)","(1204, 756)","(1233, 726)","(-1, -1)","(1186, 663)"
"(734, 841)",8,"(587, 802)",17263,588c1320-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(846, 818)"
"(1054, 749)",8,"(1096, 722)",25146,59260bc5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1048, 800)","(-1, -1)","(991, 825)","(1079, 791)","(-1, -1)","(979, 709)"
"(1266, 717)",6,"(1301, 687)",3905,5865e23e-23d2-11e8-a6a3-ec086b02610b,"(1189, 794)","(1262, 771)","(-1, -1)","(1230, 789)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1026, 993)",7,"(-1, -1)",29890,58ef70e5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(963, 1143)","(-1, -1)","(-1, -1)","(913, 905)"
"(1340, 671)",6,"(-1, -1)",21508,58e93ab5-23d2-11e8-a6a3-ec086b02610b,"(1228, 806)","(-1, -1)","(-1, -1)","(1248, 801)","(-1, -1)","(-1, -1)","(1216, 740)"
,8,,33480,58e40e3a-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(823, 1169)",11,"(867, 1137)",20958,5865e391-23d2-11e8-a6a3-ec086b02610b,"(749, 1253)","(-1, -1)","(-1, -1)","(814, 1246)","(-1, -1)","(768, 1200)","(697, 1214)"
"(783, 992)",8,"(952, 998)",1408,5922eca5-23d2-11e8-a6a3-ec086b02610b,"(709, 1202)","(904, 1140)","(-1, -1)","(551, 1196)","(887, 1222)","(-1, -1)","(542, 927)"
"(1723, 869)",11,"(1690, 836)",39989,591807fb-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(1753, 899)","(-1, -1)","(-1, -1)","(-1, -1)","(1854, 918)"
"(1060, 1055)",10,"(1057, 1034)",24112,588f6667-23d2-11e8-a6a3-ec086b02610b,"(1045, 1228)","(-1, -1)","(-1, -1)","(1101, 1226)","(1062, 1166)","(-1, -1)","(1072, 1091)"
"(1568, 648)",6,"(1532, 725)",28597,593bde36-23d2-11e8-a6a3-ec086b02610b,"(1585, 787)","(1541, 858)","(-1, -1)","(-1, -1)","(1530, 812)","(-1, -1)","(-1, -1)"
"(463, 721)",10,"(397, 694)",36742,5888bc3d-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(418, 760)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(511, 755)"
,6,,dc979f09-8e6b-46b3-882f-5de90273d2e7,5935a596-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1237, 1239)",10,"(1169, 1254)",33277,58fbedc4-23d2-11e8-a6a3-ec086b02610b,"(1241, 1300)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1281, 1245)"
,7,,35877,585a65f7-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(401, 698)",8,"(267, 845)",19459,58e40dd9-23d2-11e8-a6a3-ec086b02610b,"(491, 862)","(343, 951)","(-1, -1)","(385, 901)","(319, 898)","(-1, -1)","(517, 723)"
"(1906, 804)",6,"(1723, 980)",12566,585a6582-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1870, 1176)","(-1, -1)","(-1, -1)","(1694, 1231)","(-1, -1)","(-1, -1)"
"(624, 829)",6,"(552, 846)",6612,5879d48a-23d2-11e8-a6a3-ec086b02610b,"(700, 883)","(560, 917)","(-1, -1)","(659, 882)","(619, 905)","(-1, -1)","(-1, -1)"
"(676, 833)",8,"(738, 810)",20075,588f662f-23d2-11e8-a6a3-ec086b02610b,"(616, 903)","(708, 876)","(-1, -1)","(592, 927)","(691, 900)","(-1, -1)","(584, 788)"
"(2035, 1054)",11,"(2033, 1023)",17658,58c4d7c4-23d2-11e8-a6a3-ec086b02610b,"(2108, 1116)","(-1, -1)","(2076, 1064)","(2135, 1107)","(-1, -1)","(-1, -1)","(2140, 1073)"
"(798, 1155)",9,"(955, 1017)",22659,58a37d66-23d2-11e8-a6a3-ec086b02610b,"(660, 1449)","(839, 1282)","(-1, -1)","(721, 1429)","(873, 1306)","(-1, -1)","(-1, -1)"
"(51, 1026)",6,"(-1, -1)",7260,589b0353-23d2-11e8-a6a3-ec086b02610b,"(264, 1138)","(-1, -1)","(-1, -1)","(121, 1138)","(-1, -1)","(-1, -1)","(-1, -1)"
"(420, 516)",10,"(442, 485)",11111,586ae143-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(424, 541)"
"(556, 846)",6,"(623, 835)",28479,5858c0ce-23d2-11e8-a6a3-ec086b02610b,"(513, 930)","(563, 901)","(-1, -1)","(458, 954)","(597, 915)","(-1, -1)","(464, 860)"
"(1914, 1261)",6,"(-1, -1)",15398,591fd382-23d2-11e8-a6a3-ec086b02610b,"(1781, 1468)","(-1, -1)","(-1, -1)","(1740, 1400)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1499, 1191)",11,"(1425, 1164)",20743,58732cb1-23d2-11e8-a6a3-ec086b02610b,"(1512, 1299)","(-1, -1)","(1564, 1205)","(1611, 1261)","(-1, -1)","(-1, -1)","(1680, 1194)"
,11,,5834,591e3f99-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(969, 877)",10,"(1026, 855)",38929,58ac0cdc-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(969, 936)","(1000, 932)","(-1, -1)","(919, 914)"
"(1411, 1150)",11,"(1374, 1121)",38343,58aa581b-23d2-11e8-a6a3-ec086b02610b,"(1422, 1219)","(-1, -1)","(1449, 1183)","(-1, -1)","(-1, -1)","(-1, -1)","(1528, 1201)"
"(1027, 1289)",8,"(1307, 1458)",1127,593418ac-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(926, 1463)","(-1, -1)","(-1, -1)","(-1, -1)"
,8,,3177,58d61496-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1426, 1158)",10,"(1482, 1149)",43814,58a6e84a-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)"
,11,,18380,58b66483-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(827, 797)",7,"(967, 819)",18100,592abe50-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(730, 930)","(923, 887)","(-1, -1)","(614, 759)"
"(1693, 630)",6,"(1880, 517)",24473,586aded5-23d2-11e8-a6a3-ec086b02610b,"(1489, 875)","(1821, 790)","(-1, -1)","(1544, 896)","(1807, 857)","(-1, -1)","(1496, 693)"
"(1800, 1010)",7,"(1954, 1094)",26823,58d2ecb5-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1609, 1055)","(1792, 1138)","(-1, -1)","(1525, 891)"
,11,,40576,58d15e64-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1566, 1080)",6,"(1401, 1125)",24692,586c882e-23d2-11e8-a6a3-ec086b02610b,"(1617, 1229)","(-1, -1)","(-1, -1)","(1693, 1188)","(1476, 1239)","(-1, -1)","(1747, 1026)"
"(589, 831)",6,"(513, 831)",31567,5858bf35-23d2-11e8-a6a3-ec086b02610b,"(632, 914)","(593, 915)","(-1, -1)","(679, 878)","(532, 935)","(-1, -1)","(657, 799)"
"(1024, 768)",9,"(1061, 718)",36054,5914f177-23d2-11e8-a6a3-ec086b02610b,"(1003, 933)","(-1, -1)","(-1, -1)","(930, 1021)","(1056, 816)","(-1, -1)","(935, 879)"
"(1824, 1022)",7,"(1931, 1027)",1798,58b2f0dd-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1735, 1135)","(1880, 1085)","(-1, -1)","(1699, 947)"
"(563, 1278)",10,"(528, 1254)",5235,58c34dde-23d2-11e8-a6a3-ec086b02610b,"(573, 1326)","(545, 1313)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(603, 1305)"
"(1133, 725)",5,"(1196, 727)",37152,58cb13b8-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(1189, 758)","(-1, -1)","(1067, 805)","(1184, 780)","(-1, -1)","(984, 713)"
"(1086, 713)",6,"(1132, 704)",17563,59136725-23d2-11e8-a6a3-ec086b02610b,"(1015, 793)","(1110, 766)","(-1, -1)","(1058, 780)","(1079, 777)","(-1, -1)","(1030, 723)"
"(261, 1256)",7,"(-1, -1)",44178,586293cf-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(276, 1077)"
"(651, 1205)",7,"(-1, -1)",38667,5914eff1-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(568, 1394)","(-1, -1)","(-1, -1)","(547, 1096)"
"(1838, 1347)",7,"(1875, 1454)",26297,59292ecd-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(1664, 1164)"
"(900, 926)",10,"(882, 869)",43268,58d47d91-23d2-11e8-a6a3-ec086b02610b,"(871, 1011)","(886, 1007)","(-1, -1)","(919, 1011)","(-1, -1)","(-1, -1)","(910, 974)"
"(1332, 1017)",6,"(1273, 1034)",27999,58fa6069-23d2-11e8-a6a3-ec086b02610b,"(1385, 1176)","(1327, 1147)","(-1, -1)","(1416, 1108)","(-1, -1)","(-1, -1)","(1397, 944)"
"(346, 614)",10,"(344, 582)",17916,59292d35-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(-1, -1)","(338, 642)"
,99,,36764,59104ac1-23d2-11e8-a6a3-ec086b02610b,,,,,,,
"(1200, 818)",51,"(1288, 774)",26517,592de2f3-23d2-11e8-a6a3-ec086b02610b,"(1164, 906)","(1230, 872)","(-1, -1)","(1098, 912)","(1261, 897)","(-1, -1)","(1054, 849)"
"(-1, -1)",6,"(-1, -1)",31375,58bea87f-23d2-11e8-a6a3-ec086b02610b,"(-1, -1)","(-1, -1)","(-1, -1)","(1942, 1099)","(-1, -1)","(-1, -1)","(-1, -1)"
"(1496, 1114)",7,"(1573, 1145)",10482,58a8a09f-23d2-11e8-a6a3-ec086b02610b,"(1431, 1200)","(-1, -1)","(-1, -1)","(1380, 1217)","(1496, 1195)","(-1, -1)","(1360, 1021)"
